INDEX,WKSPN,ENGINE,ACTION,DESCRIPTION,MATERIALSBaht
560,WSTCB00W501D,W501D,Additional,Replace X fire flange (Marman style),"1,348.43"
561,WSTCB00W501D,W501D,Additional,Replace stiffener ring#1A,313.15
562,WSTCB00W501D,W501D,Additional,Replace stiffener ring#1B,"1,122.55"
563,WSTCB00W501D,W501D,Additional,Replace stiffener ring#2,350.8
564,WSTCB00W501D,W501D,Additional,Replace stiffener ring#3,539.03
565,WSTCB00W501D,W501D,Additional,Replace stiffener ring#4,576.67
566,WSTCB00W501D,W501D,Additional,Ignitor tube,971.96
567,WSTCB00W501D,W501D,Option/Coating,Apply 2X TBC to internal surfaces,"235,711.98"
568,WSTCM00W501D,W501D,Additional,Replace inlet flange,"11,122.80"
569,WSTCM00W501D,W501D,Additional,Replace mating plates,"8,556.00"
570,GECR00M501,MS5001,Option/Coating,Apply Chrome Carbide coating to surface contact area,"2,905.28"
571,HISBL03T1203,THM1203,Option,Perform material life assessment,"154,008.00"
572,HISBL03T1203,THM1203,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","222,662.37"
573,HISBL03T1203,THM1203,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"9,778.14"
574,HISBL03T1203,THM1203,Option/Coating,Apply MCrAlY coating to external airfoil and surface finish (based on as received condition or customer requirements),"146,674.14"
575,HISBL04T1203,THM1203,Option,Perform material life assessment,"154,008.00"
576,HISBL04T1203,THM1203,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","222,662.37"
577,HISBL04T1203,THM1203,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"9,788.06"
578,WSTCB00W251B2,W251B2,Additional,Replace Ring #1,"5,184.59"
579,WSTCB00W251B2,W251B2,Additional,Replace Ring#2,"4,996.36"
580,WSTCB00W251B2,W251B2,Additional,Replace Ring#3,"4,996.36"
581,WSTCB00W251B2,W251B2,Additional,Replace Ring#4,"6,502.22"
582,WSTCB00W251B2,W251B2,Additional,Replace Ring#5,"4,619.90"
583,WSTCB00W251B2,W251B2,Additional,Replace Ring#6,"8,384.54"
584,WSTCB00W251B2,W251B2,Additional,Replace Ring#7,"7,631.61"
585,WSTCB00W251B2,W251B2,Additional,Replace Wiggle,"1,742.00"
586,WSTCB00W251B2,W251B2,Additional,Replace Ring#1 scoops,"1,348.43"
587,WSTCB00W251B2,W251B2,Additional,Replace Ring#2 scoops,"1,423.72"
588,WSTCB00W251B2,W251B2,Additional,Replace Ring#6 scoops,"1,913.12"
589,WSTCB00W251B2,W251B2,Additional,Replace J strip,"7,631.61"
590,WSTCB00W251B2,W251B2,Additional,Replace Spring seals (inner & Outer),"12,149.18"
591,WSTCB00W251B2,W251B2,Additional,Replace Spring seals (inner & Outer) for X-750,"15,913.82"
592,WSTCB00W251B2,W251B2,Additional,Replace X file tube,"1,348.43"
593,WSTCB00W251B2,W251B2,Additional,Replace X fire flange (Marman style),"1,499.01"
594,WSTCB00W251B2,W251B2,Additional,Replace stiffener ring#2,350.8
595,WSTCB00W251B2,W251B2,Additional,Replace stiffener ring#3,539.03
596,WSTCB00W251B2,W251B2,Additional,Replace stiffener ring#4,557.85
597,WSTCB00W251B2,W251B2,Additional,Ignitor tube,557.85
598,GEBL01MS7FA,MS7001FA,Option,Full bucket tip cavity restoration & Installation of new Hayness 230 tip caps,"944,582.40"
599,GEBL01MS7FA,MS7001FA,Option,Install platform film cooling holes-std. lead time,"267,015.65"
600,GEBL01MS7FA,MS7001FA,Option,Perform T/E platform undercut modification,"139,497.02"
601,GEBL01MS7FA,MS7001FA,Option,Perform dovetail relief cut,"270,438.05"
602,GEBL01MS7FA,MS7001FA,Option,LE cover plate cut out,"139,497.02"
603,GEBL01MS7FA,MS7001FA,Option,Perform material life assessment as required,"222,456.00"
604,GEBL01MS7FA,MS7001FA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","1,199,097.73"
605,GEBL02MS7FA,MS7001FA,Option,Shroud Profile Mod,"83,403.89"
606,GEBL02MS7FA,MS7001FA,Option,Root TIL Grind,"375,266.16"
607,GEBL02MS7FA,MS7001FA,Option,Perform material life assessment as required,"222,456.00"
608,GEBL02MS7FA,MS7001FA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","1,518,260.66"
609,GEBL02MS7FA,MS7001FA,Option/Coating,Apply TBC coating to the airfoil gas path area and surface finish,"741,736.75"
610,GEBL03MS7FA,MS7001FA,Option,Shroud profile modification,"83,403.89"
611,GEBL03MS7FA,MS7001FA,Option,Perform material life assessment as required,"222,456.00"
612,GEBL03MS7FA,MS7001FA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","2,079,549.49"
613,GENZ01MS7FA,MS7001FA,Additional,Replace leading edge core plugs (inner side) (dual plug design),"5,099.38"
614,GENZ01MS7FA,MS7001FA,Additional,Replace feather seals bone type,"131,865.07"
615,GENZ02MS7FA,MS7001FA,Additional,Diaphragm Reconstruction,"586,770.48"
616,GENZ02MS7FA,MS7001FA,Additional,New Hast –Solid X Seals,"163,556.50"
617,GENZ02MS7FA,MS7001FA,Additional,Transfer Tubes,"3,525.07"
618,GENZ02MS7FA,MS7001FA,Additional,Metering Plug,"14,682.10"
619,GENZ02MS7FA,MS7001FA,Additional,Diaphragm Retention Screws,"64,170.00"
620,GENZ02MS7FA,MS7001FA,Additional,Outer Cover Plate replacement,"15,537.70"
621,GENZ02MS7FA,MS7001FA,Additional,Thermocouple tube & Well Details,"50,651.52"
622,GENZ02MS7FA,MS7001FA,Additional,Replace Discourager Seal,"9,411.60"
623,GENZ02MS7FA,MS7001FA,Option/Coating,Apply TBC Coat,"508,157.95"
624,GENZ02MS7FA,MS7001FA,Option/Coating,Apply HVOF MCrAlY coating,"306,304.80"
625,GENZ03MS7FA,MS7001FA,Additional,Diaphragm Reconstruction,"542,450.40"
626,GENZ03MS7FA,MS7001FA,Additional,New Hast –Solid X Seals,"160,818.58"
627,GENZ03MS7FA,MS7001FA,Additional,Diaphragm Retention Screws,"64,170.00"
628,GENZ03MS7FA,MS7001FA,Additional,Thermocouple tube & Well Details,"52,533.84"
629,GENZ03MS7FA,MS7001FA,Additional,Replace Discourager Seal,"9,411.60"
630,GESB01MS7FA,MS7001FA,Additional,Metering Plate,"3,456.62"
631,GESB01MS7FA,MS7001FA,Additional,New Shroud solid seals Kit,"141,174.00"
632,GESB01MS7FA,MS7001FA,Additional,New Tile Retention Pins,"284,756.69"
633,GESB02MS7FA,MS7001FA,Option,New Solid Hast-X Seals,"96,272.11"
634,GESB03MS7FA,MS7001FA,Option,New Solid Hast-X Seals,"53,492.11"
635,GELC00MS7FA,MS7001FA,Additional,Replace Effusion Plate (Face plate),"78,715.20"
636,GELC00MS7FA,MS7001FA,Additional,Replace spring seal (Imp. Cap or Outer spring seal),"30,254.02"
637,GELC00MS7FA,MS7001FA,Additional,Replace Centre Floating Collars (Center plate),"48,050.50"
638,GELC00MS7FA,MS7001FA,Additional,Replace Floating Collars (Burner bore),"20,192.16"
639,GELC00MS7FA,MS7001FA,Option/Coating,Apply Chrome Carbide coating on hula skirt.,"11,978.40"
640,GELC00MS7FA,MS7001FA,Option/Coating,Apply thermal barrier coating (TBC) to effusion plate,"85,560.00"
641,GECL00MS7FA,MS7001FA,Additional,New Hula spring Seal Dual layer,"29,090.40"
642,GECL00MS7FA,MS7001FA,Additional,New Cross Fire Collar,"5,441.62"
644,GECL00MS7FA,MS7001FA,Additional,Replace standard end ring,"10,301.42"
645,GECL00MS7FA,MS7001FA,Option/Coating,Apply External Oxidation Coat to conical area,"171,120.00"
646,GECL00MS7FA,MS7001FA,Option/Coating,Apply Chrome Carbide Inlet,"25,668.00"
647,GECL00MS7FA,MS7001FA,Option/Coating,Apply Chrome Carbide X-Fire Collars,"17,112.00"
648,GECL00MS7FA,MS7001FA,Option/Coating,TBC adder for 24K,"268,179.26"
649,GETP00MS7FA,MS7001FA,Additional,"Picture Frame Wear Strip (ID, OD and Side)","110,030.16"
650,GETP00MS7FA,MS7001FA,Additional,Hast-X Band ½ replacement on sleeve,"51,336.00"
651,GETP00MS7FA,MS7001FA,Additional,Replace Aft bracket Bolt (Tractor mouynt type),"39,289.15"
652,GETP00MS7FA,MS7001FA,Additional,Replace Cooling guides (CUPS),"1,540.08"
654,GETP00MS7FA,MS7001FA,Option,16 wear pad upgrade to sleeve (Mod zero clearance),"155,787.65"
655,GETP00MS7FA,MS7001FA,Option,Floating seals cloth seal,"21,561.12"
658,GEFS00MS7FA,MS7001FA,Additional,Replace Hula Skirt,"14,100.29"
659,GEFS00MS7FA,MS7001FA,Additional,Replace Piston Rings,"10,985.90"
660,GEFS00MS7FA,MS7001FA,Additional,Piston Ring Groove Repair,"33,984.43"
661,ABBBL04GT10,GT10,Option,Destructive Testing life time analysis,"155,664.10"
662,ABBBL04GT10,GT10,Option,Perform Hipping,"228,638.57"
663,GECL02M7EA,MS7001EA,Additional,Replace center swirler,"52,784.36"
664,WSTBL01W5D24,W501D24,Option,Perform material life assessment,"154,008.00"
665,WSTBL01W5D24,W501D24,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","489,026.74"
666,WSTBL01W5D24,W501D24,Option/coating,Apply MCrAlY coating to external airfoil and surface finish (based on as received condition or customer requirements),"107,566.03"
667,WSTBL01W5D24,W501D24,Option/coating,Apply MCrAlY and TBC coating to external airfoil area and surface finish (based on as received condition or customer requirements),"319,423.89"
668,WSTBL02W5D24,W501D24,Option,Perform material life assessment,"154,008.00"
669,WSTBL02W5D24,W501D24,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","685,201.44"
670,WSTBL02W5D24,W501D24,Option/coating,Apply MCrAlY coating to external airfoil and surface finish (based on as received condition or customer requirements),"127,107.94"
671,WSTBL02W5D24,W501D24,Option/coating,Apply MCrAlY and TBC coating to external airfoil area and surface finish (based on as received condition or customer requirements),"323,769.99"
672,WSTBL03W5D24,W501D24,Option,Perform material life assessment,"154,008.00"
673,WSTBL03W5D24,W501D24,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","1,732,957.92"
674,WSTBL03W5D24,W501D24,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"15,645.16"
675,WSTBL03W5D24,W501D24,Option/Coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"141,241.76"
676,WSTBL04W5D24,W501D24,Option,Perform material life assessment,"154,008.00"
677,WSTCB00W5D24,W501D24,Additional,Replace stiffener ring#3,539.03
678,WSTCB00W5D24,W501D24,Additional,Replace stiffener ring#4,576.67
679,WSTCB00W5D24,W501D24,Additional,Ignitor tube,971.96
680,WSTCB00W5D24,W501D24,Option/Coating,Apply 2X TBC to internal surfaces,"235,711.98"
681,WSTCM00W5D24,W501D24,Additional,Replace inlet flange,"11,122.80"
682,WSTCM00W5D24,W501D24,Additional,Replace mating plates,"8,556.00"
683,WSTNZ01W5D24,W501D24,Additional,Replace insert forward cooling (core plug),"9,660.83"
684,WSTNZ01W5D24,W501D24,Additional,Replace insert aftward cooling (core plug),"7,163.43"
685,WSTNZ01W5D24,W501D24,Option/Coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"114,775.61"
686,WSTNZ01W5D24,W501D24,Option/Coating,Apply MCrAlY and TBC coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"238,575.50"
687,WSTNZ02W5D24,W501D24,Additional,Replace insert cooling,"11,054.35"
688,WSTNZ02W5D24,W501D24,Option,Perform downstream dimensional correction,"48,906.10"
689,WSTNZ02W5D24,W501D24,Option/Coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"176,014.03"
690,WSTNZ02W5D24,W501D24,Option/Coating,Apply MCrAlY and TBC coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"303,121.97"
691,GECL02M7EA,MS7001EA,Option,Replace the complete lower section of DLN type combustion liner with Hastelloy-X base material,"655,132.24"
692,GEBL02M301,MS3001,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,271.41"
693,GEBL02M301,MS3001,Option,HF Clean and Transient Phase Restoration of aerofoil TMF crack,"15,400.80"
694,GEBL02M301,MS3001,Option,"Perform Hot isostatic Press for Inconel 738 (optional Customer requirement, or through material analysis)","178,497.67"
695,GEBL02M301,MS3001,Option,Destructive Testing life time analysis,"155,664.10"
696,GEBL01MS7FA,MS7001FA,Option,Side face slash scallop,"137,067.12"
697,GEBL01MS7FA,MS7001FA,Option,Shank impingment hole under platform,"168,792.77"
698,GEBL01MS7FA,MS7001FA,Option,Platform chamfer,"137,067.12"
699,GEBL01MS7FA,MS7001FA,Option,Angle pin keeper / LE,"241,279.20"
700,GEBL01MS7FA,MS7001FA,Option,"Perform TE airfoil cut backs T1, T2 or T3","311,712.19"
701,GEBL01M301,MS3001,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,590.03"
702,GEBL01M301,MS3001,Option/Coating,Apply MCrAlY coating to the airfoil gas path area and surface finish,"85,121.59"
703,GEBL01M301,MS3001,Option,HF Clean and Transient Phase Restoration of aerofoil TMF crack,"15,400.80"
704,GEBL01M301,MS3001,Option,"Perform Hot isostatic Press for Inconel 738 (optional Customer requirement, or through material analysis)","196,821.20"
705,GEBL01M301,MS3001,Option,Destructive Testing life time analysis,"155,664.10"
706,WSTCB00W5D24,W501D24,Additional,Replace Ring #1,"5,372.75"
707,WSTCB00W5D24,W501D24,Additional,Replace Ring#2,"5,372.75"
708,WSTCB00W5D24,W501D24,Additional,"Replace Ring#3,4","4,619.82"
709,WSTCB00W5D24,W501D24,Additional,Replace Ring#5,"4,431.59"
710,WSTCB00W5D24,W501D24,Additional,Replace Ring#6,"12,149.10"
711,WSTCB00W5D24,W501D24,Additional,Replace Ring#7,"10,266.78"
712,WSTCB00W5D24,W501D24,Additional,Replace Wiggle (Spacer band),"1,478.48"
713,WSTCB00W5D24,W501D24,Additional,Replace Ring#1 scoops,"1,367.25"
714,WSTCB00W5D24,W501D24,Additional,Replace Ring#2 scoops,"1,499.01"
715,WSTCB00W5D24,W501D24,Additional,Replace Ring#6A scoops,"1,367.25"
716,WSTCB00W5D24,W501D24,Additional,Replace Ring#6B scoops,"1,649.60"
717,WSTCB00W5D24,W501D24,Additional,Replace J strip,"6,125.68"
718,WSTCB00W5D24,W501D24,Additional,Replace Spring seals (inner & Outer),"14,031.42"
719,WSTCB00W5D24,W501D24,Additional,Replace X fire tube (Crossflame),"1,348.43"
720,WSTCB00W5D24,W501D24,Additional,Replace X fire flange (Marman style),"1,348.43"
721,WSTCB00W5D24,W501D24,Additional,Replace stiffener ring#1A,313.15
722,WSTCB00W5D24,W501D24,Additional,Replace stiffener ring#1B,"1,122.55"
723,WSTCB00W5D24,W501D24,Additional,Replace stiffener ring#2,350.8
724,WSTNZ03W5D24,W501D24,Additional,Replace Cooling Tubes,"76,045.73"
725,WSTNZ03W5D24,W501D24,Option,Perform downstream deflection rectification,"60,304.74"
726,WSTNZ03W5D24,W501D24,Option/coating,Apply Aluminide coating togas path (based on as received condition or customer requirements),"27,379.20"
727,WSTNZ03W5D24,W501D24,Option/coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"244,457.24"
728,WSTNZ04W5D24,W501D24,Additional,Replace Cooling Tubes,"76,045.73"
729,WSTNZ04W5D24,W501D24,Option,Perform downstream deflection rectification,"53,584.86"
730,WSTTP00W5D24,W501D24,Additional,Replace inlet end,"82,137.60"
731,WSTTP00W5D24,W501D24,Additional,Replace upper panel,"51,336.00"
732,WSTTP00W5D24,W501D24,Additional,Replace lower panel,"75,297.93"
733,WSTTP00W5D24,W501D24,Additional,Replace mounting plate,"11,122.80"
734,WSTTP00W5D24,W501D24,Additional,"Replace Side seal strip(I, II, III)","1,555.48"
735,WSTTP00W5D24,W501D24,Option/Coating,Apply 2X TBC to internal surfaces,"285,743.36"
736,WSTTP00W5D24,W501D24,Option/Coating,Apply Chrome Carbide coating to mounting Lugs,"7,302.72"
737,WSTTP00W5D24,W501D24,Option/Coating,Apply standard Bond coat & TBC to internal surfaces (based on customer requirements or as received condition),"156,800.34"
738,GECL02M7EA,MS7001EA,Option,Replace the complete lower section of DLN type combustion liner with Nimonic 236 base material,"1,523,785.27"
739,GETP00M91E,MS9001E,Additional,Replace Picture Frame “Barnes Handle”,"300,281.38"
740,GENZ01MS7FA,MS7001FA,Additional,Replace leading edge core plugs (outer side) (dual plug design),"5,099.38"
742,GENZ01MS7FA,MS7001FA,Additional,Replace inner trapezoid cover,"1,984.99"
743,GENZ01MS7FA,MS7001FA,Additional,Replace outer trapezoid cover,"2,121.89"
744,GENZ01MS7FA,MS7001FA,Additional,Replace feather seal cloth seal type,"182,858.83"
745,GENZ02MS7FA,MS7001FA,Additional,Replace cloth seal,"357,127.44"
746,GENZ03MS7FA,MS7001FA,Additional,Replace cloth seal,"277,317.07"
747,GESB01MS7FA,MS7001FA,Additional,New cloth seal of inner plate,"201,921.60"
749,GELC00MS7FA,MS7001FA,Additional,Replace Center bore,"17,625.36"
750,GELC00MS7FA,MS7001FA,Additional,Replace Burner tube,"7,084.37"
751,GENZ02M61B,MS6001B,Option,Modify to convert nozzle to non-pressurized (Stand alone),"162,605.75"
752,GENZ02M61B,MS6001B,Option,Modify to convert nozzle to non-pressurized,"162,605.75"
753,GENZ02M7EA,MS7001EA,Option,Modify to convert nozzle to non-pressurized,"513,496.90"
754,GENZ02M91E,MS9001E,Option,Modify to convert nozzle to non-pressurized,"717,451.40"
757,GEBL02MS7FA,MS7001FA,Option,Perform Cutter Tooth modification,"34,224.00"
760,GEBL03MS7FA,MS7001FA,Option/Coating,Apply MCrAlY coating,"256,680.00"
761,GEFS00MS7FA,MS7001FA,Additional,Replace retainer clip boss,"2,190.34"
762,GEFS00MS7FA,MS7001FA,Additional,Cooling tube,342.24
763,GESB01MS7FA,MS7001FA,Additional,New Inner plates side seal (Flat and bone type),"137,916.56"
765,GETP00MS7FA,MS7001FA,Additional,Replace H Blocks (FSX 414 material),"4,305.72"
766,GETP00MS7FA,MS7001FA,Option,Side Seal cloth type,"98,530.90"
768,GENZ01M301,MS3001,Additional,Replace Core Plugs,"6,072.02"
769,GENZ01M301,MS3001,Additional,Trailing Edge Coupon Replacement,"28,253.62"
770,GENZ01M301,MS3001,Additional,Replace Lap Seal,"8,831.85"
771,GEFN00M51P,MS5001P,Option,Replace Swirler Tip (Single),"29,090.40"
772,GEFN00M51P,MS5001P,Option,Replace Swirler Tip (Dual),"30,311.51"
773,GEFN00M51P,MS5001P,Option,Replace Transition Piece,"34,610.39"
778,PSMTP00M7EA,Frame 7EA,Additional,Replace Aft Bracket Hardware (Bolt),"2,208.13"
779,PSMTP00M7EA,Frame 7EA,Additional,Replace Picture Frame,"138,607.20"
780,PSMTP00M7EA,Frame 7EA,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"161,742.62"
782,PSMTP00M7EA,Frame 7EA,Option/Coating,Apply Chrome Carbide coating to Inlet End,"13,673.86"
785,PSMTP00M7EA,Frame 7EA,Option/Coating,Apply Chrome Carbide coating to Seal tab,"5,418.69"
787,PSMBH00M7EA,Frame 7EA,Option/Coating,"Apply Chrome Carbide coating to Forks (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","13,052.35"
791,PSMCT00M7EA,Frame 7EA,Option/Coating,"Apply Chrome Carbide coating to Tube Ends (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","13,052.35"
796,PSMFS01M7EA,Frame 7EA,Additional,Replace Liner Stop (L605 Material),"11,384.61"
797,PSMCL01M7EA,Frame 7EA,Additional,Replace Hula Skirt,"8,576.88"
798,PSMCL01M7EA,Frame 7EA,Additional,Replace Cross Fire Collars,"1,435.35"
799,PSMCL01M7EA,Frame 7EA,Additional,Replace Liner Stop,"4,195.18"
800,PSMCL01M7EA,Frame 7EA,Additional,Replace Primary Fuel Nozzle Floating Collar,"4,415.92"
801,PSMCL01M7EA,Frame 7EA,Additional,Replace End Ring,"8,831.85"
802,PSMCL01M7EA,Frame 7EA,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"110,851.54"
804,PSMCL01M7EA,Frame 7EA,Option/Coating,"Apply Chrome Carbide coating to Cross Fire Tubes (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","4,439.54"
805,PSMCL01M7EA,Frame 7EA,Option/Coating,"Apply Chrome Carbide coating to Hula Skirt (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","8,079.94"
809,PSMCL01M7EA,Frame 7EA,Option,Braze repair Liner Cap,"3,245.46"
810,PSMCL01M7EA,Frame 7EA,Additional,Replace center swirler with L605 material,"33,368.40"
813,GECT00MS7FA,MS7001FA,Option/Coating,Chrome Carbide coating on end tube,"29,740.66"
814,GEFS00M7EA,MS7001EA,Additional,Replace Liner Stop (L605 Material),"8,367.77"
815,GECLDLM9FA,MS9001FA,Additional,New Hula Seal,"28,919.28"
816,GECLDLM9FA,MS9001FA,Additional,New Cross Fire Collar,"4,753.37"
817,GECLDLM9FA,MS9001FA,Additional,Replace Spring Seal Collar – 12Kel,"10,685.42"
818,GECLDLM9FA,MS9001FA,Additional,Replace end ring,"11,331.57"
819,GECLDLM9FA,MS9001FA,Option/Coating,Apply External Oxidation Coat to conical area,"396,427.89"
820,GECLDLM9FA,MS9001FA,Option/Coating,Apply Chrome Carbide Inlet and Hula Skirt,"228,924.34"
821,GECLDLM9FA,MS9001FA,Option/Coating,Apply Chrome Carbide X-Fire Collars,"61,432.08"
824,GETP00M9FA,MS9001FA,Additional,Hast-X Band ½ replacement on sleeve,"53,663.23"
828,GETP00M9FA,MS9001FA,Option,16 wear pad upgrade to sleeve (Mod zero clearance),"123,136.93"
829,GETP00M9FA,MS9001FA,Option,"Floating seals, 24K Hard or Mesh","984,015.98"
834,GELC00M9FA,MS9001FA,Additional,Replace Effusion Plate,"251,796.24"
835,GELC00M9FA,MS9001FA,Additional,Replace Inner Hula Skirt,"28,939.81"
836,GELC00M9FA,MS9001FA,Additional,Replace Centre Floating Collars (Center plate),"20,609.69"
837,GELC00M9FA,MS9001FA,Additional,Replace Floating Collars (Burner bore),"10,304.85"
838,GELC00M9FA,MS9001FA,Option/Coating,Apply Chrome Carbide coating on hula skirt.,"190,134.85"
839,GELC00M9FA,MS9001FA,Option/Coating,Apply thermal barrier coating (TBC) to effusion plate,"708,132.21"
840,WSTTP00W501D,W501D,Option,Transition length restoration,"8,282.21"
841,WSTBL01W5D24,W501D24,Option,Perform PSP wall thickness restoration,"58,929.28"
842,WSTBL02W5D24,W501D24,Option,Perform PSP wall thickness restoration,"56,469.60"
843,WSTTP00W5D24,W501D24,Additional,Replace inner floating seal (Hast-X),"64,214.15"
844,WSTTP00W5D24,W501D24,Additional,Replace outer floating seal (SS310),"26,601.97"
845,WSTTP00W5D24,W501D24,Option,Transition length restoration,"8,282.21"
846,WSTBL01W501D,W501D,Option,Perform PSP wall thickness restoration,"58,929.28"
847,WSTBL02W501D,W501D,Option,Perform PSP wall thickness restoration,"56,469.60"
848,WSTTP00W501D,W501D,Additional,Replace inner floating seal (Hast-X),"64,214.15"
849,WSTTP00W501D,W501D,Additional,Replace outer floating seal (SS310),"26,601.97"
850,GECL01M61B,MS6001B,Additional,Replace dilution hole gaskets,958.27
851,GEFN00M61B,MS6001B,Option,Replace Transition Piece Seal,"1,922.70"
852,GEFN00M61B,MS6001B,Option,Replace Spring energized seal,"1,757.40"
853,GEFN00M61B,MS6001B,Option,Replace Gasket (Atomizing air),860.73
854,GEFN00M61B,MS6001B,Option,Replace Gasket (Inlet liquid),406.92
855,GEFN00M61B,MS6001B,Option,Replace Gasket (Side plug),313.15
856,GEFN00M61B,MS6001B,Option,Supply inlet liquid cap,939.11
859,GETP00M7EA,MS7001EA,Option/Coating,Apply external coating to transition piece body,"62,690.84"
860,GECL02M7EA,MS7001EA,Additional,Replace dilution hole gasket,"2,224.56"
861,GECT00M51P,MS5001P,Additional,Replace Ends Tube,275.85
862,GECT00M51P,MS5001P,Option/Coating,"Apply Chrome Carbide coating to Tube Ends (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,073.71"
863,GEFS01M7EA,MS7001EA,Additional,Replace L605 wear strips / covers to Liner Stop,541.08
864,GEFS01M7EA,MS7001EA,Additional,Replace Liner Stop (Carbon steel),"2,603.42"
865,GEFS01M7EA,MS7001EA,Additional,Replace Stopper Pin,220.74
866,GEFS01M7EA,MS7001EA,Option/Coating,"Apply Chrome Carbide coating to Liner Stop (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,707.88"
867,GEFS01M7EA,MS7001EA,Additional,Replace Liner Stop (L605 Material),"8,367.77"
868,WSTTP00W5D24,W501D24,Additional,Replace transition lug,903.51
869,WSTTP00W501D,W501D,Additional,Replace transition lug,903.51
870,GETP00M9FA,MS9001FA,Additional,Replace Cooling guides (CUPS),"1,060.94"
883,GEBL01M9FA,MS9001FA,Option,Perform material life assessment as required,"222,456.00"
884,GEBL01M9FA,MS9001FA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","1,591,416.00"
885,GEBL01M9FA,MS9001FA,Option,Full bucket tip cavity restoration & Installation of new tip caps,"1,049,536.00"
886,GEBL01M9FA,MS9001FA,Option,(GEN III mod) Install platform film cooling holes,"267,015.65"
887,GEBL01M9FA,MS9001FA,Option,(GEN III mod) Perform T/E platform undercut modification,"139,497.02"
888,GEBL01M9FA,MS9001FA,Option,(GEN III mod) Perform dovetail relief cut,"270,438.05"
889,GEBL01M9FA,MS9001FA,Option,(GEN III mod) Perform LE cover plate cut out,"139,497.02"
890,GEBL01M9FA,MS9001FA,Option,(GEN III mod) Machine Side face slash scallop,"137,067.12"
891,GEBL01M9FA,MS9001FA,Option,(GEN III mod) Install shank impingment hole under platform,"168,792.77"
892,GEBL01M9FA,MS9001FA,Option,(GEN III mod) Machine Platform chamfer,"137,067.12"
893,GEBL01M9FA,MS9001FA,Option,(GEN III mod) Install Angle pin keeper / LE,"241,279.20"
894,GEBL01M9FA,MS9001FA,Option,"Perform TE airfoil cut backs T1, T2 or T3","346,346.88"
895,GEBL02M9FA,MS9001FA,Option,Perform material life assessment as required,"222,456.00"
896,GEBL02M9FA,MS9001FA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","1,783,070.40"
897,GEBL02M9FA,MS9001FA,Option,(TIL cutter tooth relocation) Shroud Profile & cutter tooth Mod,"83,403.89"
898,GEBL02M9FA,MS9001FA,Option/Coating,Added TBC coating,"411,030.24"
899,GEBL03M9FA,MS9001FA,Option/Coating,Apply MCrAlY coating to the airfoil gas path,"650,119.10"
900,GEBL03M9FA,MS9001FA,Option,Perform material life assessment as required,"222,456.00"
901,GEBL03M9FA,MS9001FA,Option,(Upgrade) Shroud profile modification,"83,403.89"
902,GEBL03M9FA,MS9001FA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","2,344,344.00"
903,GENZ01M9FA,MS9001FA,Additional,Replace core plugs,"22,279.82"
904,GENZ01M9FA,MS9001FA,Additional,Replace feather seals,"131,865.07"
905,GENZ01M9FA,MS9001FA,Additional,Replace cloth seal,"225,916.05"
906,GENZ02M9FA,MS9001FA,Additional,Diaphragm Reconstruction,"586,770.48"
907,GENZ02M9FA,MS9001FA,Additional,New Hast –Solid X Seals,"163,556.50"
908,GENZ02M9FA,MS9001FA,Additional,Replace cloth seal,"458,726.86"
909,GENZ02M9FA,MS9001FA,Option/Coating,TBC Coat,"564,619.95"
